Start Week,End Week,MMWRyear,MMWRweek,Jurisdiction,COVID-19 Deaths,Total Deaths
01/03/2021,01/09/2021,2021,1,HHS Region 8,496.0,2332.0
01/10/2021,01/16/2021,2021,2,HHS Region 8,393.0,2158.0
01/17/2021,01/23/2021,2021,3,HHS Region 8,374.0,2138.0
01/24/2021,01/30/2021,2021,4,HHS Region 8,310.0,2077.0
01/31/2021,02/06/2021,2021,5,HHS Region 8,259.0,2048.0
02/07/2021,02/13/2021,2021,6,HHS Region 8,205.0,1912.0
02/14/2021,02/20/2021,2021,7,HHS Region 8,153.0,1914.0
02/21/2021,02/27/2021,2021,8,HHS Region 8,136.0,1867.0
02/28/2021,03/06/2021,2021,9,HHS Region 8,127.0,1854.0
03/07/2021,03/13/2021,2021,10,HHS Region 8,111.0,1861.0
03/14/2021,03/20/2021,2021,11,HHS Region 8,86.0,1870.0
03/21/2021,03/27/2021,2021,12,HHS Region 8,88.0,1858.0
03/28/2021,04/03/2021,2021,13,HHS Region 8,75.0,1754.0
04/04/2021,04/10/2021,2021,14,HHS Region 8,52.0,1738.0
04/11/2021,04/17/2021,2021,15,HHS Region 8,107.0,1826.0
04/18/2021,04/24/2021,2021,16,HHS Region 8,103.0,1789.0
04/25/2021,05/01/2021,2021,17,HHS Region 8,95.0,1849.0
05/02/2021,05/08/2021,2021,18,HHS Region 8,101.0,1793.0
05/09/2021,05/15/2021,2021,19,HHS Region 8,126.0,1809.0
05/16/2021,05/22/2021,2021,20,HHS Region 8,115.0,1837.0
05/23/2021,05/29/2021,2021,21,HHS Region 8,94.0,1793.0
05/30/2021,06/05/2021,2021,22,HHS Region 8,94.0,1780.0
06/06/2021,06/12/2021,2021,23,HHS Region 8,91.0,1877.0
06/13/2021,06/19/2021,2021,24,HHS Region 8,73.0,1830.0
06/20/2021,06/26/2021,2021,25,HHS Region 8,82.0,1779.0
06/27/2021,07/03/2021,2021,26,HHS Region 8,81.0,1851.0
07/04/2021,07/10/2021,2021,27,HHS Region 8,100.0,1809.0
07/11/2021,07/17/2021,2021,28,HHS Region 8,74.0,1771.0
07/18/2021,07/24/2021,2021,29,HHS Region 8,101.0,1861.0
07/25/2021,07/31/2021,2021,30,HHS Region 8,115.0,1865.0
08/01/2021,08/07/2021,2021,31,HHS Region 8,113.0,1879.0
08/08/2021,08/14/2021,2021,32,HHS Region 8,154.0,1991.0
08/15/2021,08/21/2021,2021,33,HHS Region 8,220.0,1998.0
08/22/2021,08/28/2021,2021,34,HHS Region 8,243.0,2052.0
08/29/2021,09/04/2021,2021,35,HHS Region 8,269.0,2081.0
09/05/2021,09/11/2021,2021,36,HHS Region 8,295.0,2120.0
09/12/2021,09/18/2021,2021,37,HHS Region 8,341.0,2184.0
09/19/2021,09/25/2021,2021,38,HHS Region 8,392.0,2231.0
09/26/2021,10/02/2021,2021,39,HHS Region 8,406.0,2308.0
10/03/2021,10/09/2021,2021,40,HHS Region 8,468.0,2285.0
10/10/2021,10/16/2021,2021,41,HHS Region 8,472.0,2401.0
10/17/2021,10/23/2021,2021,42,HHS Region 8,450.0,2324.0
10/24/2021,10/30/2021,2021,43,HHS Region 8,537.0,2430.0
10/31/2021,11/06/2021,2021,44,HHS Region 8,533.0,2502.0
11/07/2021,11/13/2021,2021,45,HHS Region 8,551.0,2391.0
11/14/2021,11/20/2021,2021,46,HHS Region 8,533.0,2423.0
11/21/2021,11/27/2021,2021,47,HHS Region 8,494.0,2385.0
11/28/2021,12/04/2021,2021,48,HHS Region 8,516.0,2435.0
12/05/2021,12/11/2021,2021,49,HHS Region 8,484.0,2424.0
12/12/2021,12/18/2021,2021,50,HHS Region 8,439.0,2343.0
12/19/2021,12/25/2021,2021,51,HHS Region 8,356.0,2283.0
12/26/2021,01/01/2022,2021,52,HHS Region 8,327.0,2308.0
