Start Week,End Week,MMWRyear,MMWRweek,Jurisdiction,COVID-19 Deaths,Total Deaths
01/03/2021,01/09/2021,2021,1,HHS Region 9,6469.0,15310.0
01/10/2021,01/16/2021,2021,2,HHS Region 9,6354.0,15031.0
01/17/2021,01/23/2021,2021,3,HHS Region 9,5544.0,13764.0
01/24/2021,01/30/2021,2021,4,HHS Region 9,4504.0,12570.0
01/31/2021,02/06/2021,2021,5,HHS Region 9,3747.0,11643.0
02/07/2021,02/13/2021,2021,6,HHS Region 9,2926.0,10479.0
02/14/2021,02/20/2021,2021,7,HHS Region 9,2104.0,9396.0
02/21/2021,02/27/2021,2021,8,HHS Region 9,1500.0,9112.0
02/28/2021,03/06/2021,2021,9,HHS Region 9,1076.0,8639.0
03/07/2021,03/13/2021,2021,10,HHS Region 9,781.0,8405.0
03/14/2021,03/20/2021,2021,11,HHS Region 9,676.0,8152.0
03/21/2021,03/27/2021,2021,12,HHS Region 9,485.0,7802.0
03/28/2021,04/03/2021,2021,13,HHS Region 9,375.0,7849.0
04/04/2021,04/10/2021,2021,14,HHS Region 9,375.0,7472.0
04/11/2021,04/17/2021,2021,15,HHS Region 9,322.0,7360.0
04/18/2021,04/24/2021,2021,16,HHS Region 9,302.0,7387.0
04/25/2021,05/01/2021,2021,17,HHS Region 9,293.0,7377.0
05/02/2021,05/08/2021,2021,18,HHS Region 9,292.0,7574.0
05/09/2021,05/15/2021,2021,19,HHS Region 9,246.0,7313.0
05/16/2021,05/22/2021,2021,20,HHS Region 9,239.0,7263.0
05/23/2021,05/29/2021,2021,21,HHS Region 9,215.0,7254.0
05/30/2021,06/05/2021,2021,22,HHS Region 9,183.0,7283.0
06/06/2021,06/12/2021,2021,23,HHS Region 9,164.0,7177.0
06/13/2021,06/19/2021,2021,24,HHS Region 9,184.0,7560.0
06/20/2021,06/26/2021,2021,25,HHS Region 9,169.0,7462.0
06/27/2021,07/03/2021,2021,26,HHS Region 9,176.0,7312.0
07/04/2021,07/10/2021,2021,27,HHS Region 9,220.0,7386.0
07/11/2021,07/17/2021,2021,28,HHS Region 9,284.0,7574.0
07/18/2021,07/24/2021,2021,29,HHS Region 9,382.0,7494.0
07/25/2021,07/31/2021,2021,30,HHS Region 9,551.0,7696.0
08/01/2021,08/07/2021,2021,31,HHS Region 9,737.0,8059.0
08/08/2021,08/14/2021,2021,32,HHS Region 9,1026.0,8466.0
08/15/2021,08/21/2021,2021,33,HHS Region 9,1249.0,8723.0
08/22/2021,08/28/2021,2021,34,HHS Region 9,1456.0,8939.0
08/29/2021,09/04/2021,2021,35,HHS Region 9,1589.0,9033.0
09/05/2021,09/11/2021,2021,36,HHS Region 9,1666.0,9251.0
09/12/2021,09/18/2021,2021,37,HHS Region 9,1505.0,8859.0
09/19/2021,09/25/2021,2021,38,HHS Region 9,1435.0,8929.0
09/26/2021,10/02/2021,2021,39,HHS Region 9,1290.0,8612.0
10/03/2021,10/09/2021,2021,40,HHS Region 9,1122.0,8567.0
10/10/2021,10/16/2021,2021,41,HHS Region 9,988.0,8461.0
10/17/2021,10/23/2021,2021,42,HHS Region 9,951.0,8664.0
10/24/2021,10/30/2021,2021,43,HHS Region 9,968.0,8492.0
10/31/2021,11/06/2021,2021,44,HHS Region 9,972.0,8506.0
11/07/2021,11/13/2021,2021,45,HHS Region 9,1059.0,8600.0
11/14/2021,11/20/2021,2021,46,HHS Region 9,1084.0,8664.0
11/21/2021,11/27/2021,2021,47,HHS Region 9,1068.0,8578.0
11/28/2021,12/04/2021,2021,48,HHS Region 9,1078.0,8787.0
12/05/2021,12/11/2021,2021,49,HHS Region 9,1109.0,8997.0
12/12/2021,12/18/2021,2021,50,HHS Region 9,1097.0,9252.0
12/19/2021,12/25/2021,2021,51,HHS Region 9,1113.0,9441.0
12/26/2021,01/01/2022,2021,52,HHS Region 9,1163.0,9536.0
