Start Week,End Week,MMWRyear,MMWRweek,Jurisdiction,COVID-19 Deaths,Total Deaths
01/03/2021,01/09/2021,2021,1,HHS Region 10,437.0,2838.0
01/10/2021,01/16/2021,2021,2,HHS Region 10,336.0,2762.0
01/17/2021,01/23/2021,2021,3,HHS Region 10,352.0,2596.0
01/24/2021,01/30/2021,2021,4,HHS Region 10,285.0,2556.0
01/31/2021,02/06/2021,2021,5,HHS Region 10,264.0,2605.0
02/07/2021,02/13/2021,2021,6,HHS Region 10,175.0,2432.0
02/14/2021,02/20/2021,2021,7,HHS Region 10,157.0,2465.0
02/21/2021,02/27/2021,2021,8,HHS Region 10,153.0,2444.0
02/28/2021,03/06/2021,2021,9,HHS Region 10,119.0,2447.0
03/07/2021,03/13/2021,2021,10,HHS Region 10,78.0,2385.0
03/14/2021,03/20/2021,2021,11,HHS Region 10,90.0,2386.0
03/21/2021,03/27/2021,2021,12,HHS Region 10,95.0,2422.0
03/28/2021,04/03/2021,2021,13,HHS Region 10,85.0,2414.0
04/04/2021,04/10/2021,2021,14,HHS Region 10,108.0,2426.0
04/11/2021,04/17/2021,2021,15,HHS Region 10,111.0,2314.0
04/18/2021,04/24/2021,2021,16,HHS Region 10,106.0,2376.0
04/25/2021,05/01/2021,2021,17,HHS Region 10,114.0,2407.0
05/02/2021,05/08/2021,2021,18,HHS Region 10,131.0,2355.0
05/09/2021,05/15/2021,2021,19,HHS Region 10,155.0,2387.0
05/16/2021,05/22/2021,2021,20,HHS Region 10,130.0,2406.0
05/23/2021,05/29/2021,2021,21,HHS Region 10,124.0,2399.0
05/30/2021,06/05/2021,2021,22,HHS Region 10,101.0,2427.0
06/06/2021,06/12/2021,2021,23,HHS Region 10,106.0,2441.0
06/13/2021,06/19/2021,2021,24,HHS Region 10,87.0,2358.0
06/20/2021,06/26/2021,2021,25,HHS Region 10,81.0,2424.0
06/27/2021,07/03/2021,2021,26,HHS Region 10,76.0,2930.0
07/04/2021,07/10/2021,2021,27,HHS Region 10,57.0,2454.0
07/11/2021,07/17/2021,2021,28,HHS Region 10,52.0,2421.0
07/18/2021,07/24/2021,2021,29,HHS Region 10,81.0,2473.0
07/25/2021,07/31/2021,2021,30,HHS Region 10,117.0,2489.0
08/01/2021,08/07/2021,2021,31,HHS Region 10,198.0,2554.0
08/08/2021,08/14/2021,2021,32,HHS Region 10,274.0,2624.0
08/15/2021,08/21/2021,2021,33,HHS Region 10,391.0,2770.0
08/22/2021,08/28/2021,2021,34,HHS Region 10,489.0,2878.0
08/29/2021,09/04/2021,2021,35,HHS Region 10,646.0,3130.0
09/05/2021,09/11/2021,2021,36,HHS Region 10,644.0,3029.0
09/12/2021,09/18/2021,2021,37,HHS Region 10,711.0,3085.0
09/19/2021,09/25/2021,2021,38,HHS Region 10,722.0,3179.0
09/26/2021,10/02/2021,2021,39,HHS Region 10,666.0,3123.0
10/03/2021,10/09/2021,2021,40,HHS Region 10,588.0,3051.0
10/10/2021,10/16/2021,2021,41,HHS Region 10,521.0,3038.0
10/17/2021,10/23/2021,2021,42,HHS Region 10,486.0,2984.0
10/24/2021,10/30/2021,2021,43,HHS Region 10,487.0,2937.0
10/31/2021,11/06/2021,2021,44,HHS Region 10,402.0,2874.0
11/07/2021,11/13/2021,2021,45,HHS Region 10,358.0,2797.0
11/14/2021,11/20/2021,2021,46,HHS Region 10,316.0,2769.0
11/21/2021,11/27/2021,2021,47,HHS Region 10,324.0,2743.0
11/28/2021,12/04/2021,2021,48,HHS Region 10,292.0,2744.0
12/05/2021,12/11/2021,2021,49,HHS Region 10,280.0,2864.0
12/12/2021,12/18/2021,2021,50,HHS Region 10,223.0,2747.0
12/19/2021,12/25/2021,2021,51,HHS Region 10,235.0,2834.0
12/26/2021,01/01/2022,2021,52,HHS Region 10,260.0,2864.0
