Start Week,End Week,MMWRyear,MMWRweek,Jurisdiction,COVID-19 Deaths,Total Deaths
01/02/2022,01/08/2022,2022,1,HHS Region 5,3799.0,14994.0
01/09/2022,01/15/2022,2022,2,HHS Region 5,4061.0,15418.0
01/16/2022,01/22/2022,2022,3,HHS Region 5,3983.0,14782.0
01/23/2022,01/29/2022,2022,4,HHS Region 5,3479.0,14129.0
01/30/2022,02/05/2022,2022,5,HHS Region 5,2734.0,13195.0
02/06/2022,02/12/2022,2022,6,HHS Region 5,2183.0,12638.0
02/13/2022,02/19/2022,2022,7,HHS Region 5,1721.0,11738.0
02/20/2022,02/26/2022,2022,8,HHS Region 5,1213.0,11216.0
02/27/2022,03/05/2022,2022,9,HHS Region 5,840.0,10568.0
03/06/2022,03/12/2022,2022,10,HHS Region 5,680.0,10450.0
03/13/2022,03/19/2022,2022,11,HHS Region 5,471.0,10384.0
03/20/2022,03/26/2022,2022,12,HHS Region 5,375.0,9796.0
03/27/2022,04/02/2022,2022,13,HHS Region 5,318.0,9937.0
04/03/2022,04/09/2022,2022,14,HHS Region 5,247.0,9777.0
04/10/2022,04/16/2022,2022,15,HHS Region 5,227.0,9823.0
04/17/2022,04/23/2022,2022,16,HHS Region 5,239.0,9724.0
04/24/2022,04/30/2022,2022,17,HHS Region 5,234.0,9770.0
05/01/2022,05/07/2022,2022,18,HHS Region 5,265.0,9920.0
05/08/2022,05/14/2022,2022,19,HHS Region 5,288.0,9838.0
05/15/2022,05/21/2022,2022,20,HHS Region 5,312.0,9692.0
05/22/2022,05/28/2022,2022,21,HHS Region 5,376.0,9599.0
05/29/2022,06/04/2022,2022,22,HHS Region 5,343.0,9686.0
06/05/2022,06/11/2022,2022,23,HHS Region 5,358.0,9636.0
06/12/2022,06/18/2022,2022,24,HHS Region 5,371.0,9650.0
06/19/2022,06/25/2022,2022,25,HHS Region 5,351.0,9885.0
06/26/2022,07/02/2022,2022,26,HHS Region 5,329.0,9844.0
07/03/2022,07/09/2022,2022,27,HHS Region 5,348.0,9649.0
07/10/2022,07/16/2022,2022,28,HHS Region 5,411.0,9788.0
07/17/2022,07/23/2022,2022,29,HHS Region 5,424.0,9817.0
07/24/2022,07/30/2022,2022,30,HHS Region 5,445.0,9886.0
07/31/2022,08/06/2022,2022,31,HHS Region 5,482.0,9954.0
08/07/2022,08/13/2022,2022,32,HHS Region 5,480.0,9788.0
08/14/2022,08/20/2022,2022,33,HHS Region 5,466.0,9764.0
08/21/2022,08/27/2022,2022,34,HHS Region 5,542.0,9936.0
08/28/2022,09/03/2022,2022,35,HHS Region 5,477.0,9982.0
09/04/2022,09/10/2022,2022,36,HHS Region 5,492.0,9821.0
09/11/2022,09/17/2022,2022,37,HHS Region 5,422.0,9830.0
09/18/2022,09/24/2022,2022,38,HHS Region 5,461.0,9928.0
09/25/2022,10/01/2022,2022,39,HHS Region 5,447.0,10122.0
10/02/2022,10/08/2022,2022,40,HHS Region 5,391.0,10265.0
10/09/2022,10/15/2022,2022,41,HHS Region 5,375.0,10296.0
10/16/2022,10/22/2022,2022,42,HHS Region 5,438.0,10551.0
10/23/2022,10/29/2022,2022,43,HHS Region 5,469.0,10397.0
10/30/2022,11/05/2022,2022,44,HHS Region 5,473.0,10580.0
11/06/2022,11/12/2022,2022,45,HHS Region 5,516.0,10531.0
11/13/2022,11/19/2022,2022,46,HHS Region 5,478.0,10878.0
11/20/2022,11/26/2022,2022,47,HHS Region 5,495.0,11094.0
11/27/2022,12/03/2022,2022,48,HHS Region 5,459.0,11152.0
12/04/2022,12/10/2022,2022,49,HHS Region 5,518.0,11486.0
12/11/2022,12/17/2022,2022,50,HHS Region 5,584.0,11600.0
12/18/2022,12/24/2022,2022,51,HHS Region 5,602.0,11667.0
12/25/2022,12/31/2022,2022,52,HHS Region 5,632.0,11960.0
