Start Week,End Week,MMWRyear,MMWRweek,Jurisdiction,COVID-19 Deaths,Total Deaths
12/29/2019,01/04/2020,2020,1,HHS Region 2,0.0,4960.0
01/05/2020,01/11/2020,2020,2,HHS Region 2,0.0,4855.0
01/12/2020,01/18/2020,2020,3,HHS Region 2,0.0,4826.0
01/19/2020,01/25/2020,2020,4,HHS Region 2,,4826.0
01/26/2020,02/01/2020,2020,5,HHS Region 2,0.0,4784.0
02/02/2020,02/08/2020,2020,6,HHS Region 2,,4772.0
02/09/2020,02/15/2020,2020,7,HHS Region 2,,4699.0
02/16/2020,02/22/2020,2020,8,HHS Region 2,,4677.0
02/23/2020,02/29/2020,2020,9,HHS Region 2,0.0,4898.0
03/01/2020,03/07/2020,2020,10,HHS Region 2,0.0,4756.0
03/08/2020,03/14/2020,2020,11,HHS Region 2,,4689.0
03/15/2020,03/21/2020,2020,12,HHS Region 2,208.0,5201.0
03/22/2020,03/28/2020,2020,13,HHS Region 2,1584.0,7525.0
03/29/2020,04/04/2020,2020,14,HHS Region 2,5708.0,13579.0
04/05/2020,04/11/2020,2020,15,HHS Region 2,9270.0,17323.0
04/12/2020,04/18/2020,2020,16,HHS Region 2,8469.0,15117.0
04/19/2020,04/25/2020,2020,17,HHS Region 2,6284.0,11807.0
04/26/2020,05/02/2020,2020,18,HHS Region 2,4431.0,9203.0
05/03/2020,05/09/2020,2020,19,HHS Region 2,3079.0,7515.0
05/10/2020,05/16/2020,2020,20,HHS Region 2,2126.0,6463.0
05/17/2020,05/23/2020,2020,21,HHS Region 2,1426.0,5543.0
05/24/2020,05/30/2020,2020,22,HHS Region 2,1014.0,5063.0
05/31/2020,06/06/2020,2020,23,HHS Region 2,781.0,4720.0
06/07/2020,06/13/2020,2020,24,HHS Region 2,539.0,4521.0
06/14/2020,06/20/2020,2020,25,HHS Region 2,384.0,4361.0
06/21/2020,06/27/2020,2020,26,HHS Region 2,296.0,4493.0
06/28/2020,07/04/2020,2020,27,HHS Region 2,225.0,4334.0
07/05/2020,07/11/2020,2020,28,HHS Region 2,199.0,4358.0
07/12/2020,07/18/2020,2020,29,HHS Region 2,182.0,4175.0
07/19/2020,07/25/2020,2020,30,HHS Region 2,172.0,4260.0
07/26/2020,08/01/2020,2020,31,HHS Region 2,139.0,4288.0
08/02/2020,08/08/2020,2020,32,HHS Region 2,100.0,4206.0
08/09/2020,08/15/2020,2020,33,HHS Region 2,115.0,4169.0
08/16/2020,08/22/2020,2020,34,HHS Region 2,98.0,4228.0
08/23/2020,08/29/2020,2020,35,HHS Region 2,85.0,4209.0
08/30/2020,09/05/2020,2020,36,HHS Region 2,87.0,4191.0
09/06/2020,09/12/2020,2020,37,HHS Region 2,87.0,4194.0
09/13/2020,09/19/2020,2020,38,HHS Region 2,88.0,4298.0
09/20/2020,09/26/2020,2020,39,HHS Region 2,77.0,4485.0
09/27/2020,10/03/2020,2020,40,HHS Region 2,125.0,4318.0
10/04/2020,10/10/2020,2020,41,HHS Region 2,133.0,4536.0
10/11/2020,10/17/2020,2020,42,HHS Region 2,162.0,4366.0
10/18/2020,10/24/2020,2020,43,HHS Region 2,171.0,4430.0
10/25/2020,10/31/2020,2020,44,HHS Region 2,220.0,4549.0
11/01/2020,11/07/2020,2020,45,HHS Region 2,263.0,4923.0
11/08/2020,11/14/2020,2020,46,HHS Region 2,401.0,4833.0
11/15/2020,11/21/2020,2020,47,HHS Region 2,519.0,4974.0
11/22/2020,11/28/2020,2020,48,HHS Region 2,739.0,5111.0
11/29/2020,12/05/2020,2020,49,HHS Region 2,1014.0,5519.0
12/06/2020,12/12/2020,2020,50,HHS Region 2,1278.0,5954.0
12/13/2020,12/19/2020,2020,51,HHS Region 2,1528.0,6255.0
12/20/2020,12/26/2020,2020,52,HHS Region 2,1681.0,6482.0
12/27/2020,01/02/2021,2020,53,HHS Region 2,1865.0,6607.0
