Start Week,End Week,MMWRyear,MMWRweek,Jurisdiction,COVID-19 Deaths,Total Deaths
01/03/2021,01/09/2021,2021,1,HHS Region 6,3810.0,11145.0
01/10/2021,01/16/2021,2021,2,HHS Region 6,3852.0,11423.0
01/17/2021,01/23/2021,2021,3,HHS Region 6,3645.0,11160.0
01/24/2021,01/30/2021,2021,4,HHS Region 6,3207.0,10366.0
01/31/2021,02/06/2021,2021,5,HHS Region 6,2691.0,9780.0
02/07/2021,02/13/2021,2021,6,HHS Region 6,2140.0,9272.0
02/14/2021,02/20/2021,2021,7,HHS Region 6,1885.0,9750.0
02/21/2021,02/27/2021,2021,8,HHS Region 6,1482.0,8894.0
02/28/2021,03/06/2021,2021,9,HHS Region 6,1169.0,8315.0
03/07/2021,03/13/2021,2021,10,HHS Region 6,953.0,7892.0
03/14/2021,03/20/2021,2021,11,HHS Region 6,757.0,7432.0
03/21/2021,03/27/2021,2021,12,HHS Region 6,617.0,7530.0
03/28/2021,04/03/2021,2021,13,HHS Region 6,499.0,7237.0
04/04/2021,04/10/2021,2021,14,HHS Region 6,490.0,7450.0
04/11/2021,04/17/2021,2021,15,HHS Region 6,469.0,7081.0
04/18/2021,04/24/2021,2021,16,HHS Region 6,442.0,7401.0
04/25/2021,05/01/2021,2021,17,HHS Region 6,389.0,7188.0
05/02/2021,05/08/2021,2021,18,HHS Region 6,390.0,7227.0
05/09/2021,05/15/2021,2021,19,HHS Region 6,402.0,7202.0
05/16/2021,05/22/2021,2021,20,HHS Region 6,352.0,7076.0
05/23/2021,05/29/2021,2021,21,HHS Region 6,375.0,6988.0
05/30/2021,06/05/2021,2021,22,HHS Region 6,287.0,7057.0
06/06/2021,06/12/2021,2021,23,HHS Region 6,267.0,7164.0
06/13/2021,06/19/2021,2021,24,HHS Region 6,273.0,7267.0
06/20/2021,06/26/2021,2021,25,HHS Region 6,282.0,7161.0
06/27/2021,07/03/2021,2021,26,HHS Region 6,295.0,7178.0
07/04/2021,07/10/2021,2021,27,HHS Region 6,305.0,7150.0
07/11/2021,07/17/2021,2021,28,HHS Region 6,413.0,7378.0
07/18/2021,07/24/2021,2021,29,HHS Region 6,633.0,7519.0
07/25/2021,07/31/2021,2021,30,HHS Region 6,919.0,8140.0
08/01/2021,08/07/2021,2021,31,HHS Region 6,1546.0,8641.0
08/08/2021,08/14/2021,2021,32,HHS Region 6,2285.0,9467.0
08/15/2021,08/21/2021,2021,33,HHS Region 6,2873.0,10177.0
08/22/2021,08/28/2021,2021,34,HHS Region 6,3268.0,10489.0
08/29/2021,09/04/2021,2021,35,HHS Region 6,3353.0,10616.0
09/05/2021,09/11/2021,2021,36,HHS Region 6,3156.0,10417.0
09/12/2021,09/18/2021,2021,37,HHS Region 6,2988.0,10088.0
09/19/2021,09/25/2021,2021,38,HHS Region 6,2661.0,9762.0
09/26/2021,10/02/2021,2021,39,HHS Region 6,2281.0,9386.0
10/03/2021,10/09/2021,2021,40,HHS Region 6,1836.0,8894.0
10/10/2021,10/16/2021,2021,41,HHS Region 6,1518.0,8460.0
10/17/2021,10/23/2021,2021,42,HHS Region 6,1239.0,8211.0
10/24/2021,10/30/2021,2021,43,HHS Region 6,996.0,7947.0
10/31/2021,11/06/2021,2021,44,HHS Region 6,866.0,8038.0
11/07/2021,11/13/2021,2021,45,HHS Region 6,780.0,7917.0
11/14/2021,11/20/2021,2021,46,HHS Region 6,766.0,7983.0
11/21/2021,11/27/2021,2021,47,HHS Region 6,757.0,7830.0
11/28/2021,12/04/2021,2021,48,HHS Region 6,880.0,8234.0
12/05/2021,12/11/2021,2021,49,HHS Region 6,925.0,8357.0
12/12/2021,12/18/2021,2021,50,HHS Region 6,923.0,8118.0
12/19/2021,12/25/2021,2021,51,HHS Region 6,901.0,8252.0
12/26/2021,01/01/2022,2021,52,HHS Region 6,1108.0,8464.0
