Start Week,End Week,MMWRyear,MMWRweek,Jurisdiction,COVID-19 Deaths,Total Deaths
12/29/2019,01/04/2020,2020,1,HHS Region 1,0.0,2770.0
01/05/2020,01/11/2020,2020,2,HHS Region 1,0.0,2774.0
01/12/2020,01/18/2020,2020,3,HHS Region 1,0.0,2693.0
01/19/2020,01/25/2020,2020,4,HHS Region 1,0.0,2820.0
01/26/2020,02/01/2020,2020,5,HHS Region 1,0.0,2729.0
02/02/2020,02/08/2020,2020,6,HHS Region 1,0.0,2811.0
02/09/2020,02/15/2020,2020,7,HHS Region 1,0.0,2769.0
02/16/2020,02/22/2020,2020,8,HHS Region 1,,2722.0
02/23/2020,02/29/2020,2020,9,HHS Region 1,0.0,2802.0
03/01/2020,03/07/2020,2020,10,HHS Region 1,,2795.0
03/08/2020,03/14/2020,2020,11,HHS Region 1,0.0,2835.0
03/15/2020,03/21/2020,2020,12,HHS Region 1,19.0,2705.0
03/22/2020,03/28/2020,2020,13,HHS Region 1,119.0,2875.0
03/29/2020,04/04/2020,2020,14,HHS Region 1,489.0,3323.0
04/05/2020,04/11/2020,2020,15,HHS Region 1,1243.0,4208.0
04/12/2020,04/18/2020,2020,16,HHS Region 1,1909.0,4825.0
04/19/2020,04/25/2020,2020,17,HHS Region 1,2064.0,4827.0
04/26/2020,05/02/2020,2020,18,HHS Region 1,1863.0,4444.0
05/03/2020,05/09/2020,2020,19,HHS Region 1,1581.0,4178.0
05/10/2020,05/16/2020,2020,20,HHS Region 1,1338.0,3778.0
05/17/2020,05/23/2020,2020,21,HHS Region 1,962.0,3306.0
05/24/2020,05/30/2020,2020,22,HHS Region 1,726.0,3047.0
05/31/2020,06/06/2020,2020,23,HHS Region 1,457.0,2760.0
06/07/2020,06/13/2020,2020,24,HHS Region 1,332.0,2626.0
06/14/2020,06/20/2020,2020,25,HHS Region 1,227.0,2541.0
06/21/2020,06/27/2020,2020,26,HHS Region 1,192.0,2551.0
06/28/2020,07/04/2020,2020,27,HHS Region 1,133.0,2383.0
07/05/2020,07/11/2020,2020,28,HHS Region 1,109.0,2471.0
07/12/2020,07/18/2020,2020,29,HHS Region 1,74.0,2425.0
07/19/2020,07/25/2020,2020,30,HHS Region 1,71.0,2492.0
07/26/2020,08/01/2020,2020,31,HHS Region 1,58.0,2392.0
08/02/2020,08/08/2020,2020,32,HHS Region 1,55.0,2400.0
08/09/2020,08/15/2020,2020,33,HHS Region 1,45.0,2417.0
08/16/2020,08/22/2020,2020,34,HHS Region 1,62.0,2478.0
08/23/2020,08/29/2020,2020,35,HHS Region 1,42.0,2373.0
08/30/2020,09/05/2020,2020,36,HHS Region 1,39.0,2421.0
09/06/2020,09/12/2020,2020,37,HHS Region 1,44.0,2405.0
09/13/2020,09/19/2020,2020,38,HHS Region 1,57.0,2486.0
09/20/2020,09/26/2020,2020,39,HHS Region 1,46.0,2644.0
09/27/2020,10/03/2020,2020,40,HHS Region 1,61.0,2536.0
10/04/2020,10/10/2020,2020,41,HHS Region 1,86.0,2617.0
10/11/2020,10/17/2020,2020,42,HHS Region 1,109.0,2576.0
10/18/2020,10/24/2020,2020,43,HHS Region 1,125.0,2697.0
10/25/2020,10/31/2020,2020,44,HHS Region 1,152.0,2558.0
11/01/2020,11/07/2020,2020,45,HHS Region 1,193.0,2861.0
11/08/2020,11/14/2020,2020,46,HHS Region 1,232.0,2843.0
11/15/2020,11/21/2020,2020,47,HHS Region 1,334.0,2850.0
11/22/2020,11/28/2020,2020,48,HHS Region 1,454.0,3002.0
11/29/2020,12/05/2020,2020,49,HHS Region 1,626.0,3249.0
12/06/2020,12/12/2020,2020,50,HHS Region 1,735.0,3295.0
12/13/2020,12/19/2020,2020,51,HHS Region 1,779.0,3342.0
12/20/2020,12/26/2020,2020,52,HHS Region 1,850.0,3611.0
12/27/2020,01/02/2021,2020,53,HHS Region 1,926.0,3521.0
