Start Week,End Week,MMWRyear,MMWRweek,Jurisdiction,COVID-19 Deaths,Total Deaths
12/29/2019,01/04/2020,2020,1,HHS Region 9,0.0,7889.0
01/05/2020,01/11/2020,2020,2,HHS Region 9,0.0,7968.0
01/12/2020,01/18/2020,2020,3,HHS Region 9,,7850.0
01/19/2020,01/25/2020,2020,4,HHS Region 9,0.0,7837.0
01/26/2020,02/01/2020,2020,5,HHS Region 9,0.0,7662.0
02/02/2020,02/08/2020,2020,6,HHS Region 9,,7920.0
02/09/2020,02/15/2020,2020,7,HHS Region 9,0.0,7627.0
02/16/2020,02/22/2020,2020,8,HHS Region 9,,7825.0
02/23/2020,02/29/2020,2020,9,HHS Region 9,0.0,7732.0
03/01/2020,03/07/2020,2020,10,HHS Region 9,,7783.0
03/08/2020,03/14/2020,2020,11,HHS Region 9,,7465.0
03/15/2020,03/21/2020,2020,12,HHS Region 9,49.0,7613.0
03/22/2020,03/28/2020,2020,13,HHS Region 9,183.0,7719.0
03/29/2020,04/04/2020,2020,14,HHS Region 9,401.0,8108.0
04/05/2020,04/11/2020,2020,15,HHS Region 9,536.0,8192.0
04/12/2020,04/18/2020,2020,16,HHS Region 9,681.0,8158.0
04/19/2020,04/25/2020,2020,17,HHS Region 9,710.0,8064.0
04/26/2020,05/02/2020,2020,18,HHS Region 9,696.0,7843.0
05/03/2020,05/09/2020,2020,19,HHS Region 9,733.0,7797.0
05/10/2020,05/16/2020,2020,20,HHS Region 9,661.0,7717.0
05/17/2020,05/23/2020,2020,21,HHS Region 9,621.0,7515.0
05/24/2020,05/30/2020,2020,22,HHS Region 9,614.0,7610.0
05/31/2020,06/06/2020,2020,23,HHS Region 9,602.0,7659.0
06/07/2020,06/13/2020,2020,24,HHS Region 9,634.0,7754.0
06/14/2020,06/20/2020,2020,25,HHS Region 9,682.0,7742.0
06/21/2020,06/27/2020,2020,26,HHS Region 9,770.0,8068.0
06/28/2020,07/04/2020,2020,27,HHS Region 9,1080.0,8360.0
07/05/2020,07/11/2020,2020,28,HHS Region 9,1313.0,8814.0
07/12/2020,07/18/2020,2020,29,HHS Region 9,1527.0,9025.0
07/19/2020,07/25/2020,2020,30,HHS Region 9,1580.0,8938.0
07/26/2020,08/01/2020,2020,31,HHS Region 9,1498.0,8904.0
08/02/2020,08/08/2020,2020,32,HHS Region 9,1438.0,8760.0
08/09/2020,08/15/2020,2020,33,HHS Region 9,1246.0,8632.0
08/16/2020,08/22/2020,2020,34,HHS Region 9,1112.0,8791.0
08/23/2020,08/29/2020,2020,35,HHS Region 9,966.0,8184.0
08/30/2020,09/05/2020,2020,36,HHS Region 9,814.0,7909.0
09/06/2020,09/12/2020,2020,37,HHS Region 9,686.0,7964.0
09/13/2020,09/19/2020,2020,38,HHS Region 9,631.0,7765.0
09/20/2020,09/26/2020,2020,39,HHS Region 9,576.0,7584.0
09/27/2020,10/03/2020,2020,40,HHS Region 9,437.0,7614.0
10/04/2020,10/10/2020,2020,41,HHS Region 9,489.0,7559.0
10/11/2020,10/17/2020,2020,42,HHS Region 9,401.0,7563.0
10/18/2020,10/24/2020,2020,43,HHS Region 9,412.0,7375.0
10/25/2020,10/31/2020,2020,44,HHS Region 9,476.0,7634.0
11/01/2020,11/07/2020,2020,45,HHS Region 9,546.0,8001.0
11/08/2020,11/14/2020,2020,46,HHS Region 9,672.0,8107.0
11/15/2020,11/21/2020,2020,47,HHS Region 9,966.0,8721.0
11/22/2020,11/28/2020,2020,48,HHS Region 9,1341.0,8821.0
11/29/2020,12/05/2020,2020,49,HHS Region 9,1962.0,9808.0
12/06/2020,12/12/2020,2020,50,HHS Region 9,2814.0,11167.0
12/13/2020,12/19/2020,2020,51,HHS Region 9,3944.0,12352.0
12/20/2020,12/26/2020,2020,52,HHS Region 9,4992.0,13747.0
12/27/2020,01/02/2021,2020,53,HHS Region 9,5857.0,14564.0
