Start Week,End Week,MMWRyear,MMWRweek,Jurisdiction,COVID-19 Deaths,Total Deaths
01/02/2022,01/08/2022,2022,1,HHS Region 9,1498.0,10294.0
01/09/2022,01/15/2022,2022,2,HHS Region 9,2048.0,10832.0
01/16/2022,01/22/2022,2022,3,HHS Region 9,2674.0,11189.0
01/23/2022,01/29/2022,2022,4,HHS Region 9,2743.0,11169.0
01/30/2022,02/05/2022,2022,5,HHS Region 9,2716.0,10871.0
02/06/2022,02/12/2022,2022,6,HHS Region 9,2134.0,10566.0
02/13/2022,02/19/2022,2022,7,HHS Region 9,1552.0,9373.0
02/20/2022,02/26/2022,2022,8,HHS Region 9,1157.0,8818.0
02/27/2022,03/05/2022,2022,9,HHS Region 9,817.0,8533.0
03/06/2022,03/12/2022,2022,10,HHS Region 9,622.0,8201.0
03/13/2022,03/19/2022,2022,11,HHS Region 9,458.0,8010.0
03/20/2022,03/26/2022,2022,12,HHS Region 9,341.0,7660.0
03/27/2022,04/02/2022,2022,13,HHS Region 9,243.0,7331.0
04/03/2022,04/09/2022,2022,14,HHS Region 9,186.0,7598.0
04/10/2022,04/16/2022,2022,15,HHS Region 9,167.0,7447.0
04/17/2022,04/23/2022,2022,16,HHS Region 9,138.0,7331.0
04/24/2022,04/30/2022,2022,17,HHS Region 9,167.0,7604.0
05/01/2022,05/07/2022,2022,18,HHS Region 9,147.0,7352.0
05/08/2022,05/14/2022,2022,19,HHS Region 9,176.0,7442.0
05/15/2022,05/21/2022,2022,20,HHS Region 9,207.0,7558.0
05/22/2022,05/28/2022,2022,21,HHS Region 9,227.0,7676.0
05/29/2022,06/04/2022,2022,22,HHS Region 9,225.0,7647.0
06/05/2022,06/11/2022,2022,23,HHS Region 9,310.0,7745.0
06/12/2022,06/18/2022,2022,24,HHS Region 9,315.0,7654.0
06/19/2022,06/25/2022,2022,25,HHS Region 9,335.0,7588.0
06/26/2022,07/02/2022,2022,26,HHS Region 9,383.0,7650.0
07/03/2022,07/09/2022,2022,27,HHS Region 9,423.0,7787.0
07/10/2022,07/16/2022,2022,28,HHS Region 9,438.0,7809.0
07/17/2022,07/23/2022,2022,29,HHS Region 9,466.0,8102.0
07/24/2022,07/30/2022,2022,30,HHS Region 9,520.0,7741.0
07/31/2022,08/06/2022,2022,31,HHS Region 9,500.0,7975.0
08/07/2022,08/13/2022,2022,32,HHS Region 9,416.0,7787.0
08/14/2022,08/20/2022,2022,33,HHS Region 9,382.0,7789.0
08/21/2022,08/27/2022,2022,34,HHS Region 9,313.0,7481.0
08/28/2022,09/03/2022,2022,35,HHS Region 9,333.0,7728.0
09/04/2022,09/10/2022,2022,36,HHS Region 9,307.0,7991.0
09/11/2022,09/17/2022,2022,37,HHS Region 9,247.0,7527.0
09/18/2022,09/24/2022,2022,38,HHS Region 9,255.0,7597.0
09/25/2022,10/01/2022,2022,39,HHS Region 9,234.0,7522.0
10/02/2022,10/08/2022,2022,40,HHS Region 9,179.0,7460.0
10/09/2022,10/15/2022,2022,41,HHS Region 9,183.0,7337.0
10/16/2022,10/22/2022,2022,42,HHS Region 9,151.0,7353.0
10/23/2022,10/29/2022,2022,43,HHS Region 9,216.0,7625.0
10/30/2022,11/05/2022,2022,44,HHS Region 9,219.0,7918.0
11/06/2022,11/12/2022,2022,45,HHS Region 9,230.0,7921.0
11/13/2022,11/19/2022,2022,46,HHS Region 9,269.0,8236.0
11/20/2022,11/26/2022,2022,47,HHS Region 9,347.0,8542.0
11/27/2022,12/03/2022,2022,48,HHS Region 9,447.0,9107.0
12/04/2022,12/10/2022,2022,49,HHS Region 9,559.0,9117.0
12/11/2022,12/17/2022,2022,50,HHS Region 9,526.0,9072.0
12/18/2022,12/24/2022,2022,51,HHS Region 9,570.0,9302.0
12/25/2022,12/31/2022,2022,52,HHS Region 9,537.0,9049.0
